query_name|query_sql|query_description
KPI_027_Q_CAPA|SELECT [RQ_CAPA_13months_CREATED].period, [RQ_CAPA_13months_CREATED].Created, ([RQ_CAPA_13months_CLOSED].Closed*-1) AS Closed, [RQ_CAPA_13months_INPROGRESS].InProgress FROM (RQ_CAPA_13months_CREATED INNER JOIN RQ_CAPA_13months_CLOSED ON [RQ_CAPA_13months_CREATED].period=[RQ_CAPA_13months_CLOSED].period) INNER JOIN RQ_CAPA_13months_INPROGRESS ON [RQ_CAPA_13months_CLOSED].period=[RQ_CAPA_13months_INPROGRESS].period; |Requ&ecirc;te qui consolide dans une m&ecirc;me vue [KPI_027_Q_CAPA], par p&eacute;riode sur les 13 derniers mois, le nombre de CAPA-OP cr&eacute;&eacute;es, le nombre de CAPA-OP closes et le nombre de CAPA-OP en cours. le nombre de CAPA-OP closes est pass&eacute; en n&eacute;gatif pour faciliter la visualisation.
KPI_028_Q_CAPA|SELECT [RQ_CAPA_13months_ExpectedClosure].period, [RQ_CAPA_13months_ExpectedClosure].ExpectedClosure, [RQ_CAPA_13months_CLOSED].Closed AS Closed, [RQ_CAPA_13months_ClosedOnTime].ClosedOnTime AS ClosedOnTime, IIf(cint(left(RQ_CAPA_13months_ExpectedClosure.period,4))>=2020,ROUND(RQ_CAPA_13months_ExpectedClosure.ExpectedClosure*0.8),ROUND(RQ_CAPA_13months_ExpectedClosure.ExpectedClosure*0.75)) AS [Target(%ofExpectedClosure)] FROM (RQ_CAPA_13months_ExpectedClosure INNER JOIN RQ_CAPA_13months_CLOSED ON [RQ_CAPA_13months_ExpectedClosure].period=[RQ_CAPA_13months_CLOSED].period) INNER JOIN RQ_CAPA_13months_ClosedOnTime ON RQ_CAPA_13months_ClosedOnTime.period = RQ_CAPA_13months_ExpectedClosure.period; |Requ&ecirc;te qui consolide dans une m&ecirc;me vue [KPI_028_Q_CAPA], par p&eacute;riode sur les 13 derniers mois, le nombre de CAPA-OP &agrave; clore, le nombre de CAPA-OP closes, le nombre de CAPA-OP closes &agrave; temps et la cible de CAPA-OP &agrave; clore {pour les CAPA-OP devant &ecirc;tre clotûr&eacute;e en 2020, la cibel est &agrave; 80% du nombre de clôture ; pour les CAPA-OP davant &ecirc;tre clôtur&eacute;e avant 2020, la cible est &agrave; 75% du nombre de clôture}
KPI_029_Q_CC|SELECT [RQ_CC_13months_CREATED].period, [RQ_CC_13months_CREATED].Created, ([RQ_CC_13months_CLOSED].Closed*-1) AS Closed, [RQ_CC_13months_INPROGRESS].InProgress FROM (RQ_CC_13months_CREATED INNER JOIN RQ_CC_13months_CLOSED ON [RQ_CC_13months_CREATED].period=[RQ_CC_13months_CLOSED].period) INNER JOIN RQ_CC_13months_INPROGRESS ON [RQ_CC_13months_CLOSED].period=[RQ_CC_13months_INPROGRESS].period; |Requ&ecirc;te qui consolide dans une m&ecirc;me vue [KPI_029_Q_CC], par p&eacute;riode sur les 13 derniers mois, le nombre de CC cr&eacute;&eacute;es, le nombre de CC closes et le nombre de CC en cours. le nombre de CC closes est pass&eacute; en n&eacute;gatif pour faciliter la visualisation.
KPI_030_Q_CC|SELECT [RQ_CC_13months_ExpectedClosure].period, [RQ_CC_13months_ExpectedClosure].ExpectedClosure, [RQ_CC_13months_CLOSED].Closed AS Closed, [RQ_CC_13months_ClosedOnTime].ClosedOnTime AS ClosedOnTime FROM (RQ_CC_13months_ExpectedClosure INNER JOIN RQ_CC_13months_CLOSED ON [RQ_CC_13months_ExpectedClosure].period=[RQ_CC_13months_CLOSED].period) INNER JOIN RQ_CC_13months_ClosedOnTime ON [RQ_CC_13months_ExpectedClosure].period=[RQ_CC_13months_ClosedOnTime].period; |Requ&ecirc;te qui consolide dans une m&ecirc;me vue [KPI_028_Q_CAPA], par p&eacute;riode sur les 13 derniers mois, le nombre de CAPA-OP &agrave; clore, le nombre de CAPA-OP closes et le nombre de CAPA-OP closes &agrave; temps
KPI_031_Q_CAPA|TRANSFORM Sum(RQ_CAPA_TimeLeft_by_RANGE.[ToClose]) AS SommeDeToClose SELECT RQ_CAPA_TimeLeft_by_RANGE.[period] FROM RQ_CAPA_TimeLeft_by_RANGE GROUP BY RQ_CAPA_TimeLeft_by_RANGE.[period] PIVOT RQ_CAPA_TimeLeft_by_RANGE.[Tranche_name]; |Requ&ecirc;te qui d&eacute;termine la matrice {Periode; Tranche d'âge} d'analyse de profondeur de l'encours des CAPA-OP : Par p&eacute;riode et par Tranche d'âge, on donne le nombre dde CAPA-OP par lecture de la requ&ecirc;te [RQ_CAPA_TimeLeft_by_RANGE]
KPI_032_Q_CC|TRANSFORM Sum(RQ_CC_Last13Months_STEPGROUP_NbCC.NbCC) AS SommeDeNbCC SELECT RQ_CC_Last13Months_STEPGROUP_NbCC.period FROM RQ_CC_Last13Months_STEPGROUP_NbCC GROUP BY RQ_CC_Last13Months_STEPGROUP_NbCC.period PIVOT RQ_CC_Last13Months_STEPGROUP_NbCC.tranche_name; |Requ&ecirc;te qui d&eacute;termine la matrice {Periode; Etape de processus} d'analyse de profondeur de l'encours des CC : Par p&eacute;riode et par Etape de processus, on donne le nombre dde CC par lecture de la requ&ecirc;te [RQ_CC_Last13Months_STEPGROUP_NbCC]
KPI_033_Q_CC|TRANSFORM Sum(RQ_CC_TimeLeft_by_RANGE.[ToClose]) AS SommeDeToClose SELECT RQ_CC_TimeLeft_by_RANGE.[period] FROM RQ_CC_TimeLeft_by_RANGE GROUP BY RQ_CC_TimeLeft_by_RANGE.[period] PIVOT RQ_CC_TimeLeft_by_RANGE.[Tranche_name]; |Requ&ecirc;te qui d&eacute;termine la matrice {Periode; Tranche d'âge} d'analyse de profondeur de l'encours des CC : Par p&eacute;riode et par Tranche d'âge, on donne le nombre dde CC par lecture de la requ&ecirc;te [RQ_CC_TimeLeft_by_RANGE]
KPI_034_Q_CAPA|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; TRANSFORM Sum(RQ_CAPA_AGE_by_UO_RANGE_CurMonth.[nbCAPA]) AS SommeDenbCAPA SELECT RQ_CAPA_AGE_by_UO_RANGE_CurMonth.[UO] FROM RQ_CAPA_AGE_by_UO_RANGE_CurMonth WHERE RQ_CAPA_AGE_by_UO_RANGE_CurMonth.UO <> 'NOTHING' GROUP BY RQ_CAPA_AGE_by_UO_RANGE_CurMonth.[UO] PIVOT RQ_CAPA_AGE_by_UO_RANGE_CurMonth.[Tranche_name]; |Requ&ecirc;te qui d&eacute;termine la matrice {UO; Tranche d'age} d'analyse de l'encours des CAPA-OP du mois encours : Par UO et par Tranche d'age, on donne le nombre de CAPA-OP par lecture de la requ&ecirc;te [RQ_CAPA_AGE_by_UO_RANGE_CurMonth]
KPI_035_Q_CC|SELECT UO, count(object) AS NbCC FROM RQ_CurrentMonth, RQ_PREPA_CC WHERE (RQ_PREPA_CC.EndDate is null or RQ_PREPA_CC.EndDate >= RQ_CurrentMonth.enddate) AND RQ_PREPA_CC.UO <> 'NOTHING' AND RQ_PREPA_CC.UO is not null GROUP BY UO; |Requ&ecirc;te qui calcule, par UO, pour le mois encours, le nombre de CC ouverts selon la r&egrave;gle {la EndDate du CC est vide ou est sup&eacute;rieure ou &eacute;gale &agrave; la date de fin de la p&eacute;riode, et, l'UO du CC est diff&eacute;rent de NOTHING et n'est pas vide}  ---- Pour rappel, la fin de la p&eacute;riode correspond au jour du d&eacute;but da la p&eacute;riode suivante ----
KPI_040_Q_AUTOINSPECT|SELECT [RQ_AUTOINSPECT_13months_ExpectedClosure].period, [RQ_AUTOINSPECT_13months_ExpectedClosure].ExpectedClosure, [RQ_AUTOINSPECT_13months_CLOSED].Closed AS Closed, [RQ_AUTOINSPECT_13months_ClosedOnTIme].ClosedOnTime AS ClosedOnTime, ROUND([RQ_AUTOINSPECT_13months_ExpectedClosure].ExpectedClosure*0.95) AS [Target(%ofExpectedClosure)] FROM (RQ_AUTOINSPECT_13months_ExpectedClosure INNER JOIN RQ_AUTOINSPECT_13months_CLOSED ON [RQ_AUTOINSPECT_13months_ExpectedClosure].period=[RQ_AUTOINSPECT_13months_CLOSED].period) LEFT JOIN RQ_AUTOINSPECT_13months_ClosedOnTime ON [RQ_AUTOINSPECT_13months_ExpectedClosure].period=[RQ_AUTOINSPECT_13months_ClosedOnTime].period; |Requ&ecirc;te qui consolide dans une m&ecirc;me vue [KPI_040_Q_AUTOINSPECT], par p&eacute;riode sur les 13 derniers mois, le nombre d'AUTO INSPECTIONS &agrave; clore, le nombre d'AUTO INSPECTIONS closes, le nombre d'AUTO INSPECTIONS closes &agrave; temps et la cible d'AUTO INSPECTIONS &agrave; clore {la cible est &agrave; 95% du nombre de clôture}
KPI_040_Q_GQA|SELECT [RQ_GQA_13months_ExpectedClosure].period, [RQ_GQA_13months_ExpectedClosure].ExpectedClosure, [RQ_GQA_13months_CLOSED].Closed AS Closed, [RQ_GQA_13months_ClosedOnTIme].ClosedOnTime AS ClosedOnTime, ROUND([RQ_GQA_13months_ExpectedClosure].ExpectedClosure*1) AS Target FROM (RQ_GQA_13months_ExpectedClosure INNER JOIN RQ_GQA_13months_CLOSED ON [RQ_GQA_13months_ExpectedClosure].period=[RQ_GQA_13months_CLOSED].period) LEFT JOIN RQ_GQA_13months_ClosedOnTime ON [RQ_GQA_13months_ExpectedClosure].period=[RQ_GQA_13months_ClosedOnTime].period; |Requ&ecirc;te qui consolide dans une m&ecirc;me vue [KPI_040_Q_GQA], par p&eacute;riode sur les 13 derniers mois, le nombre d'INSPECTIONS GQA &agrave; clore, le nombre d'INSPECTIONS GQA closes, le nombre d'INSPECTIONS GQA closes &agrave; temps et la cible d'INSPECTIONS GQA &agrave; clore {la cible est &agrave; 100% du nombre de clôture}
KPI_041_Q_CLAIM|SELECT RQ_CLAIM_CALCUL_MEDIAN.period, RQ_CLAIM_CALCUL_MEDIAN.Tmedian, RQ_CLAIM_MEDIAN_SAMPLE_SIZE.SampleSize, RQ_CLAIM_CALCUL_MEDIAN.target FROM RQ_CLAIM_CALCUL_MEDIAN INNER JOIN RQ_CLAIM_MEDIAN_SAMPLE_SIZE ON RQ_CLAIM_CALCUL_MEDIAN.period = RQ_CLAIM_MEDIAN_SAMPLE_SIZE.period; |Requ&ecirc;te qui consolide dans la m&ecirc;me vue [KPI_041_Q_CLAIM], par p&eacute;riode (sur les 13 derniers mois), le temps m&eacute;dien de traitement des RECLAMATIONS et la taille de l'&eacute;chantillon utilis&eacute; pour le calcul de la m&eacute;diane
KPI_042_Q_CLAIM|SELECT [RQ_CLAIM_13months_CREATED].period, [RQ_CLAIM_13months_CREATED].Created, ([RQ_CLAIM_13months_CLOSED].Closed*-1) AS Closed, [RQ_CLAIM_13months_INPROGRESS].InProgress FROM (RQ_CLAIM_13months_CREATED INNER JOIN RQ_CLAIM_13months_CLOSED ON [RQ_CLAIM_13months_CREATED].period=[RQ_CLAIM_13months_CLOSED].period) INNER JOIN RQ_CLAIM_13months_INPROGRESS ON [RQ_CLAIM_13months_CLOSED].period=[RQ_CLAIM_13months_INPROGRESS].period; |Requ&ecirc;te qui consolide dans une m&ecirc;me vue [KPI_042_Q_CLAIM], par p&eacute;riode sur les 13 derniers mois, le nombre de RECLAMATIONS cr&eacute;&eacute;es, le nombre de RECLAMATIONS closes et le nombre de RECLAMATIONS en cours. le nombre de RECLAMATIONS closes est pass&eacute; en n&eacute;gatif pour faciliter la visualisation.
KPI_043_Q_AUTOINSPECT|PARAMETERS [Formulaires]![FM_InitDB]![cbxGroupUO] Text ( 255 ); TRANSFORM Sum(RQ_AUTOINSPECT_TimeLeft_by_RANGE.[ToClose]) AS SommeDeToClose SELECT RQ_AUTOINSPECT_TimeLeft_by_RANGE.[period] FROM RQ_AUTOINSPECT_TimeLeft_by_RANGE GROUP BY RQ_AUTOINSPECT_TimeLeft_by_RANGE.[period] PIVOT RQ_AUTOINSPECT_TimeLeft_by_RANGE.[Tranche_name]; |A DEFINIR
KPI_043_Q_GQA|TRANSFORM Sum(RQ_GQA_TimeLeft_by_RANGE.[ToClose]) AS SommeDeToClose SELECT RQ_GQA_TimeLeft_by_RANGE.[period] FROM RQ_GQA_TimeLeft_by_RANGE GROUP BY RQ_GQA_TimeLeft_by_RANGE.[period] PIVOT RQ_GQA_TimeLeft_by_RANGE.[Tranche_name]; |A DEFINIR
KPI_044_Q_CLAIM_SANOFI|SELECT [RQ_Last13Months].period, ExpectedClosure, Closed, ClosureInTime, (ExpectedClosure*0.9) AS Target FROM ((RQ_Last13Months LEFT JOIN RQ_CLAIM_Month_ExpectedClosure_SANOFI ON RQ_Last13Months.period = RQ_CLAIM_Month_ExpectedClosure_SANOFI.period) LEFT JOIN RQ_CLAIM_Month_ClosureInTime_SANOFI ON [RQ_CLAIM_Month_ExpectedClosure_SANOFI].period=[RQ_CLAIM_Month_ClosureInTime_SANOFI].period) LEFT JOIN RQ_CLAIM_Month_Closed_SANOFI ON [RQ_CLAIM_Month_ExpectedClosure_SANOFI].period=[RQ_CLAIM_Month_Closed_SANOFI].period; |A DEFINIR
KPI_044_Q_CLAIM_STT|SELECT [RQ_Last13Months].period, ExpectedClosure, Closed, ClosureInTime, (ExpectedClosure*0.9) AS Target FROM ((RQ_Last13Months LEFT JOIN RQ_CLAIM_Month_ExpectedClosure_STT ON RQ_Last13Months.period = RQ_CLAIM_Month_ExpectedClosure_STT.period) LEFT JOIN RQ_CLAIM_Month_ClosureInTime_STT ON [RQ_CLAIM_Month_ExpectedClosure_STT].period=[RQ_CLAIM_Month_ClosureInTime_STT].period) LEFT JOIN RQ_CLAIM_Month_Closed_STT ON [RQ_CLAIM_Month_ExpectedClosure_STT].period=[RQ_CLAIM_Month_Closed_STT].period; |A DEFINIR
KPI_045_Q_CLAIM|TRANSFORM Count(RQ_CLAIM_AGE_by_RANGE.Object) AS CompteDeObject SELECT RQ_CLAIM_AGE_by_RANGE.period FROM RQ_CLAIM_AGE_by_RANGE GROUP BY RQ_CLAIM_AGE_by_RANGE.period PIVOT RQ_CLAIM_AGE_by_RANGE.Tranche_name; |A DEFINIR
KPI_047_Q_AUTOINSPECT|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; TRANSFORM Sum(RQ_AUTOINSPECT_TimeLeft_By_UO_RANGE_CurMonth.[ToClose]) AS SommeDeToClose SELECT RQ_AUTOINSPECT_TimeLeft_By_UO_RANGE_CurMonth.[UO] FROM RQ_AUTOINSPECT_TimeLeft_By_UO_RANGE_CurMonth GROUP BY RQ_AUTOINSPECT_TimeLeft_By_UO_RANGE_CurMonth.[UO] PIVOT RQ_AUTOINSPECT_TimeLeft_By_UO_RANGE_CurMonth.[Tranche_name]; |A DEFINIR
KPI_047_Q_GQA|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; TRANSFORM Sum(RQ_GQA_TimeLeft_By_UO_RANGE_CurMonth.[ToClose]) AS SommeDeToClose SELECT RQ_GQA_TimeLeft_By_UO_RANGE_CurMonth.[UO] FROM RQ_GQA_TimeLeft_By_UO_RANGE_CurMonth GROUP BY RQ_GQA_TimeLeft_By_UO_RANGE_CurMonth.[UO] PIVOT RQ_GQA_TimeLeft_By_UO_RANGE_CurMonth.[Tranche_name]; |A DEFINIR
KPI_082_Q_ABSENT_RATE|TRANSFORM Last(RQ_ABSENT_RATE_by_Range.nb_absent) AS DernierDenb_absent SELECT RQ_ABSENT_RATE_by_Range.period FROM RQ_ABSENT_RATE_by_Range GROUP BY RQ_ABSENT_RATE_by_Range.period PIVOT RQ_ABSENT_RATE_by_Range.tranche_name; |A DEFINIR
KPI_083_I_TxTemporaryMLE|SELECT * FROM RQ_TxTemporaryMLE_Last13Months; |A DEFINIR
KPI_083_I_TxTemporaryUO|SELECT RQ_TxTemporaryMLE_Last13Months_by_UO.period, RQ_TxTemporaryMLE_Last13Months_by_UO.TxTemporary FROM RQ_TxTemporaryMLE_Last13Months_by_UO; |A DEFINIR
KPI_084_I_RETURN_INTERVIEW|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; SELECT * FROM RQ_ReturnInterview_Last13Months; |A DEFINIR
KPI_085_I_DISCIPLINARY|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; SELECT * FROM RQ_Disciplinaire_Last13Months; |A DEFINIR
KPI_086_I_NOTJUSTIFIED|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; SELECT * FROM RQ_NotJustified_Last13Months; |A DEFINIR
KPI_089_I_TxTemporaryUO|SELECT T1.period, T1.UO, T1.TxTemporary FROM RQ_TxTemporaryMLE_CurrentMonth_by_UO AS T1; |A DEFINIR
KPI_090_I_HeadC_In_Out|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; SELECT * FROM RQ_HeadC_In_Out_Last13Months; |A DEFINIR
KPI_091_I_MADPerson|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; SELECT * FROM RQ_MADPerson_Last13Months; |A DEFINIR
KPI_092_I_PosteVacant|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; SELECT * FROM RQ_PosteVacant_Last13Months; |A DEFINIR
KPI_093_I_PID|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; SELECT * FROM RQ_PID_Last13Months; |A DEFINIR
KPI_094_I_PRP|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; SELECT * FROM RQ_PRP_Last13Months; |A DEFINIR
KPI_102_S_PKM|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; SELECT period, sum(ExpectedMilestone) AS Nb_ExpectedMilestone, sum(PassedMilestone) AS nb_PassedMilestone FROM RQ_Last13Months LEFT JOIN Legacy_PKM ON ([Legacy_PKM].date>=RQ_Last13Months.startdate) AND ([Legacy_PKM].date<RQ_Last13Months.Enddate) GROUP BY period; |A DEFINIR
KPI_103_Q_CAPA|TRANSFORM Sum(RQ_CAPA_TimeLeft_by_DELAY_RANGE.[ToClose]) AS SommeDeToClose SELECT RQ_CAPA_TimeLeft_by_DELAY_RANGE.[period] FROM RQ_CAPA_TimeLeft_by_DELAY_RANGE GROUP BY RQ_CAPA_TimeLeft_by_DELAY_RANGE.[period] PIVOT RQ_CAPA_TimeLeft_by_DELAY_RANGE.[Tranche_name]; |A DEFINIR
KPI_104_Q_ANO|TRANSFORM Sum(RQ_ANO_Timeleft_CurrentM_Criti_Range.[QTY]) AS SommeDeQTY SELECT RQ_ANO_Timeleft_CurrentM_Criti_Range.[Criticality] FROM RQ_ANO_Timeleft_CurrentM_Criti_Range GROUP BY RQ_ANO_Timeleft_CurrentM_Criti_Range.[Criticality] PIVOT RQ_ANO_Timeleft_CurrentM_Criti_Range.[Tranche_name]; |A DEFINIR
KPI_104_Q_OOS|TRANSFORM Sum(RQ_OOS_Timeleft_CurrentM_Criti_Range.[QTY]) AS SommeDeQTY SELECT RQ_OOS_Timeleft_CurrentM_Criti_Range.[Criticality] FROM RQ_OOS_Timeleft_CurrentM_Criti_Range GROUP BY RQ_OOS_Timeleft_CurrentM_Criti_Range.[Criticality] PIVOT RQ_OOS_Timeleft_CurrentM_Criti_Range.[Tranche_name]; |A DEFINIR
KPI_105_Q_ANO|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; TRANSFORM Sum(RQ_ANO_Age_by_RANGE_CurrentMonth_APU.NbANO) AS SommeDeNbANO SELECT iif(RQ_ANO_Age_by_RANGE_CurrentMonth_APU.APU = ,RQ_ANO_Age_by_RANGE_CurrentMonth_APU.UO,RQ_ANO_Age_by_RANGE_CurrentMonth_APU.APU) AS APU FROM RQ_ANO_Age_by_RANGE_CurrentMonth_APU WHERE RQ_ANO_Age_by_RANGE_CurrentMonth_APU.UO <> 'NOTHING' GROUP BY iif(RQ_ANO_Age_by_RANGE_CurrentMonth_APU.APU = ,RQ_ANO_Age_by_RANGE_CurrentMonth_APU.UO,RQ_ANO_Age_by_RANGE_CurrentMonth_APU.APU) PIVOT RQ_ANO_Age_by_RANGE_CurrentMonth_APU.tranche_name; |A DEFINIR
KPI_105_Q_OOS|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; TRANSFORM Sum(RQ_OOS_Age_by_RANGE_CurrentMonth_APU.NbOOS) AS SommeDeNbOOS SELECT iif(RQ_OOS_Age_by_RANGE_CurrentMonth_APU.APU = , RQ_OOS_Age_by_RANGE_CurrentMonth_APU.UO, RQ_OOS_Age_by_RANGE_CurrentMonth_APU.APU) AS APU FROM RQ_OOS_Age_by_RANGE_CurrentMonth_APU WHERE RQ_OOS_Age_by_RANGE_CurrentMonth_APU.UO <> 'NOTHING' GROUP BY iif(RQ_OOS_Age_by_RANGE_CurrentMonth_APU.APU = , RQ_OOS_Age_by_RANGE_CurrentMonth_APU.UO, RQ_OOS_Age_by_RANGE_CurrentMonth_APU.APU) PIVOT RQ_OOS_Age_by_RANGE_CurrentMonth_APU.tranche_name; |A DEFINIR
KPI_106_Q_ANO|TRANSFORM Sum(RQ_ANO_Criticality_APU.[Qty]) AS SommeDeQty SELECT iif(RQ_ANO_Criticality_APU.[APU]=,RQ_ANO_Criticality_APU.[UO], RQ_ANO_Criticality_APU.[APU]) AS APU FROM RQ_ANO_Criticality_APU GROUP BY iif(RQ_ANO_Criticality_APU.[APU]=,RQ_ANO_Criticality_APU.[UO], RQ_ANO_Criticality_APU.[APU]) PIVOT RQ_ANO_Criticality_APU.[Criticality]; |A DEFINIR
KPI_106_Q_OOS|TRANSFORM Sum(RQ_OOS_Criticality_APU.[Qty]) AS SommeDeQty SELECT iif(RQ_OOS_Criticality_APU.[APU]=, RQ_OOS_Criticality_APU.[UO], RQ_OOS_Criticality_APU.[APU]) AS APU FROM RQ_OOS_Criticality_APU GROUP BY iif(RQ_OOS_Criticality_APU.[APU]=, RQ_OOS_Criticality_APU.[UO], RQ_OOS_Criticality_APU.[APU]) PIVOT RQ_OOS_Criticality_APU.[Criticality]; |A DEFINIR
KPI_107_Q_CAPA|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; TRANSFORM Sum(RQ_CAPA_AGE_by_APU_RANGE_CurMonth.[nbCAPA]) AS SommeDenbCAPA SELECT iif(RQ_CAPA_AGE_by_APU_RANGE_CurMonth.[APU]=, RQ_CAPA_AGE_by_APU_RANGE_CurMonth.[UO], RQ_CAPA_AGE_by_APU_RANGE_CurMonth.[APU]) AS APU FROM RQ_CAPA_AGE_by_APU_RANGE_CurMonth WHERE RQ_CAPA_AGE_by_APU_RANGE_CurMonth.UO <> 'NOTHING' GROUP BY iif(RQ_CAPA_AGE_by_APU_RANGE_CurMonth.[APU]=, RQ_CAPA_AGE_by_APU_RANGE_CurMonth.[UO], RQ_CAPA_AGE_by_APU_RANGE_CurMonth.[APU]) PIVOT RQ_CAPA_AGE_by_APU_RANGE_CurMonth.[Tranche_name]; |A DEFINIR
KPI_108_Q_CC|SELECT IIf(RQ_PREPA_CC.APU=,RQ_PREPA_CC.UO,RQ_PREPA_CC.APU) AS APU, count(object) AS NbCC FROM RQ_CurrentMonth, RQ_PREPA_CC WHERE (RQ_PREPA_CC.EndDate is null or RQ_PREPA_CC.EndDate >= RQ_CurrentMonth.enddate) AND RQ_PREPA_CC.UO <> 'NOTHING' AND RQ_PREPA_CC.UO is not null GROUP BY IIf(RQ_PREPA_CC.APU=,RQ_PREPA_CC.UO,RQ_PREPA_CC.APU); |A DEFINIR
KPI_109_Q_AUTOINSPECT|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; TRANSFORM Sum(RQ_AUTOINSPECT_TimeLeft_By_APU_RANGE_CurMonth.[ToClose]) AS SommeDeToClose SELECT iif(RQ_AUTOINSPECT_TimeLeft_By_APU_RANGE_CurMonth.[APU]=, RQ_AUTOINSPECT_TimeLeft_By_APU_RANGE_CurMonth.[UO], RQ_AUTOINSPECT_TimeLeft_By_APU_RANGE_CurMonth.[APU]) AS APU FROM RQ_AUTOINSPECT_TimeLeft_By_APU_RANGE_CurMonth GROUP BY iif(RQ_AUTOINSPECT_TimeLeft_By_APU_RANGE_CurMonth.[APU]=, RQ_AUTOINSPECT_TimeLeft_By_APU_RANGE_CurMonth.[UO], RQ_AUTOINSPECT_TimeLeft_By_APU_RANGE_CurMonth.[APU]) PIVOT RQ_AUTOINSPECT_TimeLeft_By_APU_RANGE_CurMonth.[Tranche_name]; |A DEFINIR
KPI_109_Q_GQA|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; TRANSFORM Sum(RQ_GQA_TimeLeft_By_APU_RANGE_CurMonth.[ToClose]) AS SommeDeToClose SELECT iif(RQ_GQA_TimeLeft_By_APU_RANGE_CurMonth.[APU]= , RQ_GQA_TimeLeft_By_APU_RANGE_CurMonth.[UO], RQ_GQA_TimeLeft_By_APU_RANGE_CurMonth.[APU]) AS APU FROM RQ_GQA_TimeLeft_By_APU_RANGE_CurMonth GROUP BY iif(RQ_GQA_TimeLeft_By_APU_RANGE_CurMonth.[APU]= , RQ_GQA_TimeLeft_By_APU_RANGE_CurMonth.[UO], RQ_GQA_TimeLeft_By_APU_RANGE_CurMonth.[APU]) PIVOT RQ_GQA_TimeLeft_By_APU_RANGE_CurMonth.[Tranche_name]; |A DEFINIR
KPI_110_PLUS_PASS|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; SELECT T1.period, T2.ClosedPASS, T3.PASStoClose, round((T4.ClosedPASS_YTD/T5.PASStoClose_YTD*100),2) AS [%Completion] FROM (((RQ_Last13Months AS T1 LEFT JOIN RQ_PASS_ClosedPASS_Last13Months AS T2 ON T1.period = T2.period) LEFT JOIN RQ_PASS_PASStoClose_Last13Months AS T3 ON T1.period = T3.period) LEFT JOIN RQ_PASS_CumulClosed_Last13Months AS T4 ON T1.period = T4.period) LEFT JOIN RQ_PASS_CumulTarget_Last13Months AS T5 ON T1.period = T5.period; |A DEFINIR
KPI_111_PLUS_CAPA_HSE|SELECT T1.period, T2.closed, T3.ClosedOnTime, T4.ExpectedClosure FROM ((RQ_LAst13Months AS T1 LEFT JOIN RQ_CAPA_HSE_Closed AS T2 ON T1.period = T2.period) LEFT JOIN RQ_CAPA_HSE_ClosedOnTime AS T3 ON T1.period = T3.period) LEFT JOIN RQ_CAPA_HSE_ExpectedClosure AS T4 ON T1.period = T4.period; |A DEFINIR
KPI_112_PLUS_CAPA_HSE|SELECT T1.period, IIf(T3.sampleSize Is Null,0,T2.Tmedian) AS Tmedian, T3.sampleSize FROM (RQ_Last13Months AS T1 LEFT JOIN RQ_CAPA_HSE_CALCUL_MEDIAN AS T2 ON T1.period = T2.period) LEFT JOIN RQ_CAPA_HSE_MEDIAN_SAMPLE_SIZE AS T3 ON T1.period = T3.period; |A DEFINIR
KPI_113_PLUS_SITUATDANG|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; SELECT period, sum(NB_SituatDang) AS NbSituatDang, sum(SituatDang_Cumul) AS CumulatedSituatDang, sum(TargetCumul) AS CumulatedTarget FROM RQ_PREPA_SITUATDANG GROUP BY period; |A DEFINIR
KPI_114_PLUS_SITUATDANG|PARAMETERS [Formulaires]![FM_InitDB]![RefDate] DateTime; SELECT TABUO_PLUS.Uo_name AS UO, RQ_SITUATDANG_CumulperUO.SITUATDANG_Cumul FROM TabUO_PLUS LEFT JOIN RQ_SITUATDANG_CumulperUO ON TABUO_PLUS.Uo_name = RQ_SITUATDANG_CumulperUO.UO; |A DEFINIR
